Particle,x,y,z,Vx,Vy,Vz
55928,0.002085,0.0006630000000000001,-0.070402,0.0,0.0,0.0
54762,0.015785,0.009000999999999999,-0.067776,0.0,0.0,0.0
56542,-0.003455,0.0022919999999999998,-0.063382,0.0,0.0,0.0
56524,0.00577,-0.006779,-0.067555,0.0,0.0,0.0
42330,-0.008736,-0.0053620000000000004,-0.074396,0.0,0.0,0.0
56247,0.000451,-0.0026349999999999998,-0.063082,0.0,0.0,0.0
56553,0.005259000000000001,0.012379,-0.061719,0.0,0.0,0.0
56292,-0.00146,-0.009247,-0.06984,0.0,0.0,0.0
56583,0.0023599999999999997,-0.005923,-0.07022199999999999,0.0,0.0,0.0
56284,0.0009,-0.00996,-0.075397,0.0,0.0,0.0
54157,0.000608,-0.007915,-0.069868,0.0,0.0,0.0
56051,0.010496,0.010598000000000002,-0.06987399999999999,0.0,0.0,0.0
55824,-0.004726,-0.007397,-0.070298,0.0,0.0,0.0
55833,-0.012516999999999999,0.010489,-0.073744,0.0,0.0,0.0
55464,-0.005286,0.000297,-0.067265,0.0,0.0,0.0
53499,0.009221,-0.011672,-0.069762,0.0,0.0,0.0
55918,0.017425999999999997,-0.009538,-0.069414,0.0,0.0,0.0
55162,-0.000162,-0.0072510000000000005,-0.064303,0.0,0.0,0.0
56173,0.008508,0.01062,-0.076664,0.0,0.0,0.0
56559,0.017044,-0.008131000000000001,-0.067952,0.0,0.0,0.0
56345,0.011246,-0.007726,-0.070828,0.0,0.0,0.0
53425,0.008081,-0.010511,-0.063403,0.0,0.0,0.0
56303,-0.008576,0.001951,-0.062247,0.0,0.0,0.0
56709,-0.00542,-0.012144,-0.064813,0.0,0.0,0.0
54403,-0.00227,0.011388,-0.06538200000000001,0.0,0.0,0.0
50937,-0.007328,-0.010168,-0.067238,0.0,0.0,0.0
56626,0.000608,0.0034449999999999997,-0.057275,0.0,0.0,0.0
54455,-0.000419,0.002763,-0.065979,0.0,0.0,0.0
55073,-0.000669,0.009016,-0.070464,0.0,0.0,0.0
55891,0.007864,-0.009354,-0.06354800000000001,0.0,0.0,0.0
54084,-0.000648,-0.009073000000000001,-0.070632,0.0,0.0,0.0
