Particle,x,y,z,Vx,Vy,Vz
31099,-0.002215,0.006394,-0.067261,0.0,0.0,0.0
16469,-0.001897,0.012422,-0.07235899999999999,0.0,0.0,0.0
34465,-0.002755,-0.001438,-0.071453,0.0,0.0,0.0
32072,-0.005702,0.010992,-0.064529,0.0,0.0,0.0
26701,0.0022389999999999997,0.012455,-0.072174,0.0,0.0,0.0
34442,-0.009829000000000001,-0.007083,-0.066986,0.0,0.0,0.0
34476,0.012837,0.007031,-0.06414,0.0,0.0,0.0
33864,0.004371000000000001,0.010029,-0.074082,0.0,0.0,0.0
34158,-0.013061,-0.009332,-0.074828,0.0,0.0,0.0
31744,0.007639,-0.005426,-0.07379999999999999,0.0,0.0,0.0
32033,0.005436,-0.0034249999999999997,-0.06972,0.0,0.0,0.0
28781,-0.005934999999999999,0.011049,-0.06839,0.0,0.0,0.0
33693,0.016452,-0.007059,-0.07106900000000001,0.0,0.0,0.0
32631,0.010964999999999999,0.010962999999999999,-0.06592,0.0,0.0,0.0
33599,0.004814,0.0031,-0.075798,0.0,0.0,0.0
34165,0.012955,-0.000232,-0.075004,0.0,0.0,0.0
33615,0.009977,0.004567,-0.062932,0.0,0.0,0.0
33385,0.0015300000000000001,0.005468,-0.064691,0.0,0.0,0.0
33944,0.010607,0.004282,-0.07798000000000001,0.0,0.0,0.0
34273,0.013157,-0.007158,-0.064643,0.0,0.0,0.0
33635,0.003622,0.001267,-0.070823,0.0,0.0,0.0
34240,0.007977999999999999,0.011052,-0.064763,0.0,0.0,0.0
34147,0.000465,-0.010491,-0.07552299999999999,0.0,0.0,0.0
34137,-0.0034590000000000003,0.012978,-0.067403,0.0,0.0,0.0
17466,-0.006614,0.013242,-0.064656,0.0,0.0,0.0
31063,0.013877,0.012672000000000001,-0.064182,0.0,0.0,0.0
33621,-0.007284,0.008814,-0.060003999999999995,0.0,0.0,0.0
32962,0.010273,0.004685,-0.06818,0.0,0.0,0.0
34218,-0.002991,-0.012192999999999999,-0.064224,0.0,0.0,0.0
34650,0.012299,0.00977,-0.063854,0.0,0.0,0.0
31376,-0.010321,-0.002705,-0.07534199999999999,0.0,0.0,0.0
34452,0.0026030000000000003,-0.001532,-0.061045999999999996,0.0,0.0,0.0
34196,-0.013058,-0.000464,-0.06798,0.0,0.0,0.0
