Particle,x,y,z,Vx,Vy,Vz
9656,-0.0052770000000000004,0.007088,-0.072348,0.0,0.0,0.0
8857,-0.009460000000000001,0.000812,-0.066638,0.0,0.0,0.0
14775,0.004016,0.009606,-0.069899,0.0,0.0,0.0
14443,-0.006853,-0.00799,-0.07032899999999999,0.0,0.0,0.0
9836,0.01451,0.003388,-0.072374,0.0,0.0,0.0
14466,0.005527,-0.009644999999999999,-0.06481999999999999,0.0,0.0,0.0
14501,-0.007906,-0.007494,-0.074931,0.0,0.0,0.0
14777,0.005133,-0.012308,-0.072634,0.0,0.0,0.0
14765,-0.003513,0.002265,-0.062986,0.0,0.0,0.0
14991,-0.000976,-0.010413,-0.06359000000000001,0.0,0.0,0.0
10026,0.007677,-0.00421,-0.07481,0.0,0.0,0.0
12425,0.007475,-0.007545,-0.06964400000000001,0.0,0.0,0.0
14934,-0.011367,0.006764999999999999,-0.074734,0.0,0.0,0.0
14267,0.016364,0.004111,-0.070069,0.0,0.0,0.0
14761,-0.0021160000000000003,0.0032719999999999997,-0.063356,0.0,0.0,0.0
10149,0.005582,0.009049,-0.073045,0.0,0.0,0.0
12079,0.014353999999999999,0.00554,-0.072582,0.0,0.0,0.0
14944,-0.007744,-0.001739,-0.059938000000000005,0.0,0.0,0.0
13790,0.000885,0.003336,-0.061373,0.0,0.0,0.0
14134,-0.011108,0.002978,-0.06704399999999999,0.0,0.0,0.0
13839,0.007512,0.005679999999999999,-0.063295,0.0,0.0,0.0
14686,0.008612999999999999,-0.001195,-0.072196,0.0,0.0,0.0
13475,-0.003479,-0.009592,-0.070476,0.0,0.0,0.0
14854,0.011361000000000001,-0.0050609999999999995,-0.06355,0.0,0.0,0.0
9707,-0.0052770000000000004,-0.003045,-0.06901600000000001,0.0,0.0,0.0
13742,-0.0044480000000000006,0.0027069999999999998,-0.06436700000000001,0.0,0.0,0.0
14441,-0.008404,-0.010811,-0.06685200000000001,0.0,0.0,0.0
12185,-0.006732999999999999,-0.004551,-0.072884,0.0,0.0,0.0
13093,0.0029809999999999997,-0.0068189999999999995,-0.062666,0.0,0.0,0.0
13806,-0.012901999999999999,0.007212,-0.075067,0.0,0.0,0.0
12893,0.008055,0.007125,-0.072252,0.0,0.0,0.0
9689,-0.0149,0.010476000000000001,-0.072995,0.0,0.0,0.0
14783,0.009276,-0.003787,-0.074214,0.0,0.0,0.0
9714,-0.00039400000000000004,0.001534,-0.072337,0.0,0.0,0.0
14824,0.0033399999999999997,0.011097,-0.06826600000000001,0.0,0.0,0.0
13218,0.003953,0.012954,-0.063888,0.0,0.0,0.0
12760,0.006282,-0.012657,-0.06924899999999999,0.0,0.0,0.0
11076,-0.002435,-0.006893,-0.067789,0.0,0.0,0.0
14834,-0.008986000000000001,-0.0033090000000000003,-0.06303,0.0,0.0,0.0
14879,-0.001721,0.009371,-0.073467,0.0,0.0,0.0
14966,-0.014826,-0.002915,-0.068252,0.0,0.0,0.0
11094,-0.008548,-0.008021,-0.070154,0.0,0.0,0.0
9798,-0.009929,-0.005066,-0.063944,0.0,0.0,0.0
14472,0.004450999999999999,0.011951,-0.07268300000000001,0.0,0.0,0.0
11077,-0.000232,2.7e-05,-0.067072,0.0,0.0,0.0
13106,-0.003406,0.008476000000000001,-0.073473,0.0,0.0,0.0
14888,0.010977,-0.002008,-0.061518,0.0,0.0,0.0
14797,0.002641,-0.008252,-0.060863999999999994,0.0,0.0,0.0
14785,-0.001138,0.01065,-0.077156,0.0,0.0,0.0
14629,-0.0010689999999999999,0.003879,-0.072616,0.0,0.0,0.0
14814,-0.000531,0.004198,-0.068388,0.0,0.0,0.0
11731,-0.004555,-0.0005949999999999999,-0.066765,0.0,0.0,0.0
13918,0.013162,0.012942,-0.063717,0.0,0.0,0.0
14676,-0.0061200000000000004,-0.007828,-0.068498,0.0,0.0,0.0
11827,0.009057,0.012619,-0.070782,0.0,0.0,0.0
9645,-0.005118999999999999,0.012396,-0.07305,0.0,0.0,0.0
15048,-0.013682999999999999,-0.000377,-0.07724800000000001,0.0,0.0,0.0
12078,-0.006535999999999999,0.007187000000000001,-0.062043999999999995,0.0,0.0,0.0
14101,-0.011125999999999999,0.002021,-0.073211,0.0,0.0,0.0
13755,0.008207,0.003791,-0.070616,0.0,0.0,0.0
